Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","","","0","2.6","","","1","1.5","","","","","1","1.8","","","","","0","2.6","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-a21ba6d7ff8625359a8922f9130c34a2e59f7f8883f23dd1ead274fa9a7966e3","0-b09bf8671f2ba601bbea87b13cadad2b284c92e15823d67466a8bc52abef8623","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","0","3.24","","","","","","","","","","","","","","","0","3.24","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-dba80d6feee54f8cc2af798385878570c52fb210da935daa331ec50828bc6bd8","0-22f1fa9041a5040f5a1f4da00438eec498e5767c856d13c7167576681491dba6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","13","33.839","13","33.839","4","10.292","4","10.803","6","14.539","1","2.709","1","2.754","12","26.481","55","129.871","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-21dd205e51b2ef0c9dd730e72387651c3549ef2164ed923b10ec195700664371","0-9789b16021dad34dc9c8920d85274b830796bc5ada1e1000a5a16869be90f23b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","2","5.711","","","1","2.207","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-61bd5caac97d746a720cf678ca834d0d9bd7685ab7b237c63adc08e485c3bf81","0-9789b16021dad34dc9c8920d85274b830796bc5ada1e1000a5a16869be90f23b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","0.9","","","","","","","","","","","","","","","2","0.9","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-c32cc76d8b1080db64097be265135f03c73c8eeb05830673e4f4e92a909f2a21","0-fcb890a6d4c9fa1e4d770c0a5bbc76b9c5ff04f83f165613f03b79740040fb1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","1","0.5","","","","","","","","","","","","","","","1","0.5","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-efcc4d1dbecd94c3703a8b7cdfd966dcc6e794292d4db5f3971338706c793602","0-fcb890a6d4c9fa1e4d770c0a5bbc76b9c5ff04f83f165613f03b79740040fb1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","0","0.75","","","","","","","","","","","","","","","0","0.75","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-b33ccbacc022a2ff2b80877f748bc9beac96be0a94e155e8bd8c6de0ff956a53","0-c67e4e138e217d6edb0439e415de69ab812ed8c8f153c05c9315ce264845766a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","110","1.122","110","1.122","25","0.26","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-3be2aa25fbc58f2172cea38fcfe505b598dfda4056f44937e7837c1022d45cac","0-22ac134238831f6c877cdf968a2a05793af4a0babed9d4b94263fb83c8f307ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","90","0.918","90","0.918","22","0.229","30","0.436","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-03eb39f18a234d2e42014660381227df768b45953ffba5c9462d9f4c6548b928","0-22ac134238831f6c877cdf968a2a05793af4a0babed9d4b94263fb83c8f307ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","45","0.459","45","0.459","15","0.156","19","0.308","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","2-b3fe723e791462cb87ee4fdb34e05972e73ea5e6046b6e88a5e8d40166b79259","0-22ac134238831f6c877cdf968a2a05793af4a0babed9d4b94263fb83c8f307ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","7","2.513","9","3.321","","","14","5.446","19","7.562","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-2e1078a281796bb51c35e72ef30d574202a34705e4038fa9660e9e10ba0f8857","0-8f9ea855397c5cf028e8c1b202d6eb310ac4110fc1339acbae2ccb014afe6a85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","5.7","","","2","5.8","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-99815ff5ddfdbc8630947a16ac96ce2d7d347f07e1c9776af4e15f19373d75a9","0-fff7f7e87b2d0f0cd29a54bf481970a5815a05c253ad3edba1641a21af8f6d60","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","15","4.029","15","4.029","13","3.553","19","5.287","","","17","4.815","16","4.615","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","0-136815d1040edaccc15168bd8076fb909473fa49de6a3ef1b98345074a40ea5b","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","16","4.373","22","6.121","","","20","5.664","19","5.48","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","1-d5f73cfdb90d3df4d3b41d140ff01e84dfc7fc5840a2e025757c29d2fa486fc9","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","5","1.366","7","1.948","","","6","1.699","5","1.442","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","2-c00ae87ba33ea1bab20523f4af1445b46d069ac2cce045e38dd3bcb5a1fb9af1","0-cdaa7019f1981a167cef6f3d4a9d38f31f8d927979d1fd9a59f5f912362171d0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","10.321","2","10.321","2","10.464","2","10.673","2","10.287","2","10.866","2","10.866","2","11.35","0","2.296","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","401e0514fcb24be219637162e13c026e0aff3fe4f07fc06a930c9a43285b5659","0-d68dfc401683d25760bd430bf846ce25f4092fd1155bd8556712b5d040e327c5","0-55ffe2a56baf65ae9d667b64bebe0398a2ed5cf0851cd91b26ee4953d8dfc36e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","6.762","1","6.762","1","6.872","1","6.997","1","6.656","1","7.123","1","7.716","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-725da1800057257f8c51125f06e759529f3077d9373ea662be5dbb9315f7942e","0-fbbb22ddc65cda8b5c51a9a83e2a4e3fce2d1f170138098e8e9a55d492c0edaa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","42.993","2","42.993","2","43.853","2","44.73","2","42.15","2","45.601","2","46.296","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-ea7ebcbe606a34ab505b176bdc564cc5bc0172792def9bfbc638d2f868d4c9be","0-51445b794a5be68c8605c1d1e8c71eb010dfac2afe5a6f9682a42cad5884ddcc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","5.119","1","5.119","1","5.076","1","5.203","1","5.065","1","5.281","1","5.352","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","25f69fda9244bc379e974d5e4441cc933b9e2dc3b96860b4244dfaa5bb21d39c","0-93df14270ded20c8788098942501e5aa04420496a6e1ec3f011255f861842bfe","0-a48c7c14006544416953cc2cd731a69a0321f18e4bb73c7c8faf88552ff2683a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","33.942","2","33.942","4","53.765","5","52.095","2","46.652","4","44.813","5","49.887","2","44.107","0","6.339","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4b3714287c1937f7f3999b7ceac1143b666e525065c2f7f9b4f673af8cc01969","0-1310f242978d2a8a9929eac3f83ea8c733446dc0e994eac765792517e59937ba","0-e262134ac98df91b7cade61b5835988d48a474bac1a700fa9201764c434e8aa0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","1","4","1","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-bdc293086e0f53ec56479a5c8a3d084d9776f4a8e90044d6ff310b699f61c2ea","0-8cd1ab94ba4b6e5ccbfbf25378eefaeceeda8a8580858d5ad4879bf54ffc2439","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","2.848","2","2.848","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-175b90188d1e0fe68c730d1dfb8aadcabcbbcdf8262ce3c8e8e02eebfd5babff","0-ef273d9674b44f2724e016f537ac50228d8d78a35727cc1b44f97ce0dea44952","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","3.1","1","3.1","","","","","1","3.1","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-c9864c14c19febbebe9b54231f53590512e96c315d3af7c9e7bafe4413a6a86c","0-ef76ec5fe381b6fc0e71f076af5dbdfd04373c175b01baf0187da49c9884ef41","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1","2.97","1","2.97","1","3.19","1","3.06","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-1d802dc718b4b66693a225631f4391eada12f5a09671fded56ad9afac4611e14","0-f1a531a9d105e55d7db3d64d75a0596c428407ee7a6fb905842e6f31af49dabd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","","","1","0.000","","","","","1","0.000","1","2.51","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8aeba8df8dd55223d2c11627d80843f5b48f347eac8ee46036b01059b2d314c4","0-c9804d6323ba424a4dfe967a156bb09aa4495a159baf66ba3963fc0eefd82d27","0-310b8b5e8b50c2eb8dfb918efc81f1a3ba8d3daa22f5b18a5f5b9365702691ef","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","10.305","0","10.305","6","10.305","2","6.87","","","2","6.87","3","10.305","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ba6bc6cfde583a371e665ca4731f5d9edb93b18be168e4f8e2272bb29bc7cdd1","0-d42ad3053b88e836effe482ce355cd8260a797e1dab0fe6b9b13bb2c282b40ab","0-b1185ff891fb9db5898f83c41a63d4f0c4fb28a7e48b77cf03338728c1280642","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","2","7.56","2","7.56","10","3.348","","","4","6.948","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ba6bc6cfde583a371e665ca4731f5d9edb93b18be168e4f8e2272bb29bc7cdd1","0-7b205a6f294c15911ea8258f257e099de265ba4c3fe4ddf57687f644d9aee9a2","0-942a8a45a1d30308a725e48c0a6b0fb19dc3d32c1a30635b023b5a279e91c214","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","9","0.204","9","0.204","20","0.452","6","0.135","9","0.204","21","0.466","","","2","0.045","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-2815967f9cc8f7ca54bbafea8c1bf296627b50c8400f1625c5bafd46dbe60de6","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","9","0.204","9","0.204","","","","","8","0.181","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","1-d0996bb40ff7b82da7849911cce2a6ec17877548023266571231eac8c34d6792","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","7","0.158","7","0.158","","","","","8","0.181","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","2-b7d92d4ce3e9fc7e560308682687852a139eca8106042bb1d71fb8bea10b1fce","0-287f3a3dd0e2d8904240cfb24ea05ff49ac1f63ade0545d52932a282efb775bf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","6","0.3","6","0.3","10","0.5","10","0.5","28","2.7","8","0.4","5","0.25","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","0-6d2b491825713a74ea85e189e761d0637d9730e7a80d6f3edece1b9c5b1151e2","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","5","0.25","5","0.25","5","0.25","7","0.35","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","1-ece23650682b5ca2e0aac70c939bd24651b8f591e33609362f17b922224b01da","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","5","0.25","5","0.25","5","0.25","5","0.25","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bbe19e056d5a56d1e0a0f0b447d77ce7749b74494abc97d27d6eac183f790f36","2-3d8000e1485d6699ffafb9b234c13ed8777505f0b4580a8ab55e95c85d39a732","0-a38561978ddff61f94eec409d6b7cf03642728e3e80c52a3c394587573fa0e27","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","5","1.125","5","1.125","11","1.375","34","1.425","19","4.667","18","1.135","9","0.965","9","11.422","5","0.052","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6da5a639dd2fc8173209157d8bdf492c2fadf5aedcfcdcedbb9d18303bd52c9","0-e936b2f74f0d422ea753981cd42b3ec8547cd33423c528608484d50b4ebea3c0","0-92f8ff984b6f4f533781258bdeed192833b8a2f5ee28455ea392ec788c6b05ff","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
